model_id,split,unit_type,unit_id,score_name,score,label
M39,test,cycle,104_1b1_Al_sc_Litt3200__1,crackle_score,0.8728982853,0
M39,test,cycle,104_1b1_Al_sc_Litt3200__2,crackle_score,0.8187674326,0
M39,test,cycle,104_1b1_Al_sc_Litt3200__3,crackle_score,0.7333041703,0
M39,test,cycle,104_1b1_Al_sc_Litt3200__4,crackle_score,0.9124359345,0
M39,test,cycle,104_1b1_Al_sc_Litt3200__5,crackle_score,0.8705991353,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__0,crackle_score,0.5660207971,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__1,crackle_score,1,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__2,crackle_score,0.9427356402,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__3,crackle_score,0.7134028869,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__4,crackle_score,0.7335236118,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__5,crackle_score,0.7286367534,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__6,crackle_score,0.7063679245,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__7,crackle_score,0.723880597,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__8,crackle_score,0.639275766,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__9,crackle_score,0.69896538,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__10,crackle_score,0.7562131539,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__11,crackle_score,0.8209488458,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__12,crackle_score,0.8506045659,0
M39,test,cycle,104_1b1_Ar_sc_Litt3200__13,crackle_score,0.7559436127,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__0,crackle_score,0.9032529068,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__1,crackle_score,0.9497949464,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__2,crackle_score,0.9472217736,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__3,crackle_score,0.8534089236,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__4,crackle_score,0.7548391533,1
M39,test,cycle,104_1b1_Ll_sc_Litt3200__5,crackle_score,0.8440860215,0
M39,test,cycle,104_1b1_Ll_sc_Litt3200__6,crackle_score,0.4630619025,0
M39,test,cycle,104_1b1_Lr_sc_Litt3200__0,crackle_score,0.9762817289,0
M39,test,cycle,104_1b1_Lr_sc_Litt3200__1,crackle_score,1,0
M39,test,cycle,104_1b1_Lr_sc_Litt3200__2,crackle_score,0.8927272642,0
M39,test,cycle,104_1b1_Lr_sc_Litt3200__3,crackle_score,1,0
M39,test,cycle,104_1b1_Lr_sc_Litt3200__4,crackle_score,0.879410904,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__1,crackle_score,0.9454915399,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__2,crackle_score,0.7925374814,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__3,crackle_score,0.9669695201,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__4,crackle_score,1,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__5,crackle_score,0.7212312185,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__6,crackle_score,0.7659574468,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__7,crackle_score,0.9475642391,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__8,crackle_score,0.637090461,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__9,crackle_score,0.4026367463,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__10,crackle_score,0.6869547154,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__11,crackle_score,0.4419591346,0
M39,test,cycle,104_1b1_Pl_sc_Litt3200__12,crackle_score,0.4600744942,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__0,crackle_score,0.7249763976,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__1,crackle_score,1,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__2,crackle_score,0.6058817301,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__3,crackle_score,0.6718869366,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__4,crackle_score,0.7740977615,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__5,crackle_score,0.3928840925,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__6,crackle_score,0.8605850993,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__7,crackle_score,0.5932003713,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__8,crackle_score,0.7568480075,0
M39,test,cycle,104_1b1_Pr_sc_Litt3200__9,crackle_score,0.7622614337,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__0,crackle_score,0.6502952228,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__1,crackle_score,0.585003896,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__2,crackle_score,0.7159993829,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__3,crackle_score,0.631869581,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__4,crackle_score,0.578846217,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__5,crackle_score,0.6077586207,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__6,crackle_score,0.5834260289,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__7,crackle_score,0.5796812749,0
M39,test,cycle,109_1b1_Al_sc_Litt3200__8,crackle_score,0.4471577561,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__0,crackle_score,0.7816405562,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__1,crackle_score,0.6484505474,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__2,crackle_score,0.6739193449,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__3,crackle_score,0.5577596477,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__4,crackle_score,0.5290951411,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__5,crackle_score,0.7028985507,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__6,crackle_score,0.6888828926,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__7,crackle_score,0.6412429379,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__8,crackle_score,0.516294287,0
M39,test,cycle,109_1b1_Ar_sc_Litt3200__9,crackle_score,0.6252861549,0
M39,test,cycle,109_1b1_Ll_sc_Litt3200__0,crackle_score,0.7306213965,0
M39,test,cycle,109_1b1_Ll_sc_Litt3200__1,crackle_score,0.8716143786,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__2,crackle_score,0.7323301993,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__3,crackle_score,0.6633542064,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__4,crackle_score,0.5251319427,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__5,crackle_score,0.5770836679,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__6,crackle_score,0.4451545761,1
M39,test,cycle,109_1b1_Ll_sc_Litt3200__7,crackle_score,0.5007934772,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__0,crackle_score,0.8536940081,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__1,crackle_score,0.5975728747,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__2,crackle_score,0.6038556407,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__3,crackle_score,0.5862068966,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__4,crackle_score,0.7240582551,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__5,crackle_score,0.5072045492,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__6,crackle_score,0.7246785469,1
M39,test,cycle,109_1b1_Lr_sc_Litt3200__7,crackle_score,0.6709581006,1
M39,test,cycle,109_1b1_Pl_sc_Litt3200__0,crackle_score,0.6730665224,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__1,crackle_score,0.6646768217,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__2,crackle_score,0.7251998649,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__3,crackle_score,0.6739177695,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__4,crackle_score,0.6711148609,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__5,crackle_score,0.7963362069,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__6,crackle_score,0.6932633904,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__7,crackle_score,0.7793296089,0
M39,test,cycle,109_1b1_Pl_sc_Litt3200__8,crackle_score,0.6379944802,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__0,crackle_score,0.7006521194,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__1,crackle_score,0.6111111111,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__2,crackle_score,0.5786807855,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__3,crackle_score,0.5765428161,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__4,crackle_score,0.632476651,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__5,crackle_score,0.5706214689,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__6,crackle_score,0.5871839582,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__7,crackle_score,0.8196590304,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__8,crackle_score,0.588941595,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__9,crackle_score,0.5698324022,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__10,crackle_score,0.8038487508,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__11,crackle_score,0.7159161012,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__12,crackle_score,1,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__13,crackle_score,0.7078384798,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__14,crackle_score,0.6788268956,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__15,crackle_score,0.8387533875,0
M39,test,cycle,109_1b1_Pr_sc_Litt3200__16,crackle_score,0.6620745543,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__0,crackle_score,0.7953800711,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__1,crackle_score,0.8340524741,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__2,crackle_score,0.8701678375,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__3,crackle_score,0.5407435702,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__4,crackle_score,0.7013997281,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__5,crackle_score,0.5701908313,0
M39,test,cycle,113_1b1_Al_sc_Litt3200__6,crackle_score,0.9878085835,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__1,crackle_score,0.6373567412,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__2,crackle_score,0.7289679346,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__3,crackle_score,0.8201849958,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__4,crackle_score,0.7231416485,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__5,crackle_score,0.8670760977,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__6,crackle_score,0.8712923505,0
M39,test,cycle,113_1b1_Ar_sc_Litt3200__7,crackle_score,0.7507550208,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__1,crackle_score,0.9668911336,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__2,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__3,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__4,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__5,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__6,crackle_score,0.7453235204,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__7,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__8,crackle_score,0.8073903391,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__9,crackle_score,1,0
M39,test,cycle,113_1b1_Ll_sc_Litt3200__10,crackle_score,0.8190805369,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__0,crackle_score,0.9285666455,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__1,crackle_score,0.8522936075,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__2,crackle_score,1,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__3,crackle_score,0.6383331765,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__4,crackle_score,0.8879230807,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__5,crackle_score,0.7885269382,0
M39,test,cycle,113_1b1_Lr_sc_Litt3200__6,crackle_score,0.838411944,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__0,crackle_score,0.713165829,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__1,crackle_score,0.8978120338,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__2,crackle_score,0.7546878482,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__3,crackle_score,0.9241089634,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__4,crackle_score,0.6462293712,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__5,crackle_score,0.7283105023,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__6,crackle_score,0.634264232,0
M39,test,cycle,113_1b1_Pl_sc_Litt3200__7,crackle_score,1,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__0,crackle_score,0.9191930534,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__1,crackle_score,0.757464688,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__2,crackle_score,0.8471038522,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__3,crackle_score,0.8021586914,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__4,crackle_score,0.8667593753,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__5,crackle_score,0.7179058773,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__6,crackle_score,0.9862700229,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__7,crackle_score,0.7,0
M39,test,cycle,113_1b1_Pr_sc_Litt3200__8,crackle_score,0.8128802364,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__0,crackle_score,0.9286096973,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__1,crackle_score,0.580791561,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__2,crackle_score,0.6972094858,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__3,crackle_score,0.8939990269,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__4,crackle_score,0.6480171802,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__5,crackle_score,0.628619076,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__6,crackle_score,0.7515064187,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__7,crackle_score,0.7127342044,0
M39,test,cycle,118_1b1_Al_sc_Litt3200__8,crackle_score,0.7977437038,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__1,crackle_score,0.8736433771,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__2,crackle_score,0.5800181872,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__3,crackle_score,0.6150015291,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__4,crackle_score,0.5146465698,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__5,crackle_score,0.8893625851,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__6,crackle_score,0.6283408734,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__7,crackle_score,0.3599503199,0
M39,test,cycle,118_1b1_Ar_sc_Litt3200__8,crackle_score,0.5358230342,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__0,crackle_score,0.7536753819,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__1,crackle_score,1,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__2,crackle_score,0.70285843,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__3,crackle_score,1,0
M39,test,cycle,118_1b1_Ll_sc_Litt3200__4,crackle_score,0.7919529876,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__0,crackle_score,0.9117079447,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__1,crackle_score,0.5665523017,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__2,crackle_score,0.9060095027,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__3,crackle_score,0.4264784751,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__4,crackle_score,0.5707653086,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__5,crackle_score,0.6777141607,0
M39,test,cycle,118_1b1_Lr_sc_Litt3200__6,crackle_score,0.5475963827,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__0,crackle_score,0.5681545134,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__1,crackle_score,0.9769672708,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__2,crackle_score,0.728252028,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__3,crackle_score,0.7710715798,0
M39,test,cycle,118_1b1_Pl_sc_Litt3200__4,crackle_score,0.5075920777,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__0,crackle_score,0.9997644492,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__1,crackle_score,0.8269910573,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__2,crackle_score,1,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__3,crackle_score,0.847739692,0
M39,test,cycle,118_1b1_Pr_sc_Litt3200__4,crackle_score,0.49100573,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__0,crackle_score,0.6457455067,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__1,crackle_score,0.7483795899,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__2,crackle_score,0.7339056476,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__3,crackle_score,0.7807976202,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__4,crackle_score,0.7482848164,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__5,crackle_score,0.7417329076,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__6,crackle_score,0.8679961361,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__7,crackle_score,1,0
M39,test,cycle,119_1b1_Ar_sc_Meditron__8,crackle_score,0.643347826,0
M39,test,cycle,123_1b1_Al_sc_Meditron__0,crackle_score,0.8192589311,0
M39,test,cycle,123_1b1_Al_sc_Meditron__1,crackle_score,0.9303863164,0
M39,test,cycle,123_1b1_Al_sc_Meditron__2,crackle_score,0.8711776813,0
M39,test,cycle,123_1b1_Al_sc_Meditron__3,crackle_score,0.8532099738,0
M39,test,cycle,123_1b1_Al_sc_Meditron__4,crackle_score,0.8636805457,0
M39,test,cycle,123_1b1_Al_sc_Meditron__5,crackle_score,0.7079270087,0
M39,test,cycle,123_1b1_Al_sc_Meditron__6,crackle_score,0.701636011,0
M39,test,cycle,123_1b1_Al_sc_Meditron__7,crackle_score,0.8895936743,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__0,crackle_score,0.9809107768,1
M39,test,cycle,124_1b1_Al_sc_Litt3200__1,crackle_score,0.6532200144,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__2,crackle_score,0.6078991143,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__3,crackle_score,0.6933207675,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__4,crackle_score,0.6117995062,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__5,crackle_score,0.6586121437,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__6,crackle_score,0.6293242806,0
M39,test,cycle,124_1b1_Al_sc_Litt3200__7,crackle_score,0.144502115,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__0,crackle_score,0.7322430811,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__1,crackle_score,0.6813236627,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__2,crackle_score,0.6670233311,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__3,crackle_score,0.6364411597,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__4,crackle_score,0.6584001584,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__5,crackle_score,0.6194345952,0
M39,test,cycle,124_1b1_Ar_sc_Litt3200__6,crackle_score,0.1846393297,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__0,crackle_score,0.4315688412,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__1,crackle_score,0.3306632486,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__2,crackle_score,0.6950838861,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__3,crackle_score,0.6771773434,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__4,crackle_score,0.6170503316,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__5,crackle_score,0.6567782078,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__6,crackle_score,0.6275849237,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__7,crackle_score,0.7093897206,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__8,crackle_score,1,0
M39,test,cycle,124_1b1_Ll_sc_Litt3200__9,crackle_score,0.4397494885,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__0,crackle_score,0.8922423186,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__1,crackle_score,1,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__2,crackle_score,0.9565341449,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__3,crackle_score,0.9906169508,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__4,crackle_score,1,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__5,crackle_score,0.8702418142,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__6,crackle_score,1,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__7,crackle_score,0.7259712914,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__8,crackle_score,0.7302218501,0
M39,test,cycle,124_1b1_Lr_sc_Litt3200__9,crackle_score,0.2019041747,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__0,crackle_score,1,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__1,crackle_score,0.7812692274,1
M39,test,cycle,124_1b1_Pl_sc_Litt3200__2,crackle_score,0.7221358361,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__3,crackle_score,0.6684831254,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__4,crackle_score,0.6650250116,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__5,crackle_score,0.676746755,0
M39,test,cycle,124_1b1_Pl_sc_Litt3200__6,crackle_score,0.2091895101,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__0,crackle_score,0.7600308878,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__1,crackle_score,0.7241995376,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__2,crackle_score,0.7562323173,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__3,crackle_score,0.6997004493,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__4,crackle_score,0.7584675031,0
M39,test,cycle,124_1b1_Pr_sc_Litt3200__5,crackle_score,0.6553548888,0
M39,test,cycle,126_1b1_Al_sc_Meditron__0,crackle_score,0.9995002988,0
M39,test,cycle,126_1b1_Al_sc_Meditron__1,crackle_score,0.8514436404,0
M39,test,cycle,126_1b1_Al_sc_Meditron__2,crackle_score,0.7674633131,0
M39,test,cycle,126_1b1_Al_sc_Meditron__3,crackle_score,0.9098994086,0
M39,test,cycle,126_1b1_Al_sc_Meditron__4,crackle_score,0.9965243297,0
M39,test,cycle,126_1b1_Al_sc_Meditron__5,crackle_score,0.8803597665,0
M39,test,cycle,126_1b1_Al_sc_Meditron__6,crackle_score,0.9577275175,0
M39,test,cycle,126_1b1_Al_sc_Meditron__7,crackle_score,0.9300205171,0
M39,test,cycle,126_1b1_Al_sc_Meditron__8,crackle_score,0.9507566528,0
M39,test,cycle,126_1b1_Al_sc_Meditron__9,crackle_score,0.7056393975,0
